Identifier, Size, 2C1, 2C2, 2C3, 2C4, 2C5
CCNA_00142, 280.0, , , , , 
CCNA_00143, 675.0, , , , , 
CCNA_00144, 848.0, , , , , 
CCNA_00145, 460.3, , , , , 400:1:0
CCNA_00146, 436.7, , , , , 
CCNA_00147, 185.7, , , , , 
CCNA_00148, 464.3, , , , , 
CCNA_00149, 185.7, , , , , 
CCNA_00150, 812.0, 300:1:0.0165289, 300:3:0.181818, , , 
CCNA_00151, 625.0, , , , , 
CCNA_00152, 823.0, , , , , 
CCNA_00153, 488.7, , , , , 
CCNA_00154, 242.3, 100:3:0.211382;500:1:0.0625, 300:1:0;300:1:0.0769231, , , 
CCNA_00155, 907.7, , , , , 
CCNA_00156, 317.0, , , , , 
CCNA_00157, 354.3, , , , , 
CCNA_00158, 886.7, , , , , 
CCNA_00159, 1852.7, , 500:3:0.0847458, , , 300:3:0.0547945
CCNA_00160, 948.0, , , , , 
CCNA_00161, 546.7, , , , , 
CCNA_00162, 1033.0, , , , , 
CCNA_00163, 1691.7, , , , , 
CCNA_00164, 1389.7, , , , , 
CCNA_00165, 578.0, , , , , 
CCNA_00166, 703.0, , , , , 
CCNA_00167, 706.0, , , , , 
CCNA_00168, 527.7, , , , , 
CCNA_00169, 1251.0, , , , , 
CCNA_00170, 2095.7, , , , , 400:1:0.0196078
CCNA_00171, 412.0, , , , , 
CCNA_00172, 1500.3, , , , , 
CCNA_00173, 1072.3, , , , , 
CCNA_00174, 863.7, , , , , 
CCNA_00175, 349.7, , , , , 
CCNA_00176, 342.0, , , , , 
CCNA_00177, 253.7, , , , , 
CCNA_00178, 428.3, , , , , 
CCNA_00179, 721.0, , , , , 
CCNA_00180, 793.3, , , , , 
CCNA_00181, 341.7, , , , , 
CCNA_00182, 509.3, , , , , 
CCNA_00183, 637.0, 500:3:0.035503, , 400:3:0.178947, , 700:3:0.142857;700:3:0.130435;700:3:0.136364;700:3:0.181818
CCNA_00184, 161.7, , , , , 
CCNA_00185, 1915.7, , , , , 
CCNA_00186, 999.7, , , , , 
CCNA_00187, 873.7, , , , , 400:1:0
CCNA_00188, 805.0, , , , , 
CCNA_00189, 241.7, , , , , 
CCNA_00190, 328.3, , , , , 
CCNA_00191, 454.0, , , , , 
CCNA_00192, 1284.7, , , , , 
CCNA_00193, 769.3, , , , , 
CCNA_00194, 327.3, , , , , 
CCNA_00195, 452.0, , , , , 
CCNA_00196, 1154.3, , , , , 
CCNA_00197, 297.3, , , , , 
CCNA_00198, 642.7, , , , , 
CCNA_00199, 1436.0, , , , , 
CCNA_00200, 783.0, , 500:1:0, , , 
CCNA_00201, 564.3, , , , , 
CCNA_00202, 879.3, , , , , 
CCNA_00203, 800.3, , , , , 
CCNA_00204, 1429.0, , , , , 400:3:0.132075
CCNA_00205, 431.3, , , , , 
CCNA_00206, 423.3, , , , , 
CCNA_00207, 485.3, , , , , 
CCNA_00208, 805.3, , , , , 
CCNA_00209, 1270.0, , , , , 400:1:0.0408163
CCNA_00210, 1921.3, , , , , 
CCNA_00211, 858.3, , , , , 
CCNA_00212, 669.0, , , , , 
CCNA_00213, 407.3, , , , , 
CCNA_00214, 1611.0, , 500:1:0.0888889, 400:3:0.0849673, , 
CCNA_00215, 701.0, , , , , 
CCNA_00216, 388.3, , , , , 
CCNA_00217, 1578.0, , , , 300:3:0.0814815, 400:1:0.05
CCNA_00218, 639.3, , , , , 
CCNA_00220, 506.3, , , , , 
CCNA_00221, 463.7, , , , , 
CCNA_00222, 1209.7, , , , , 
CCNA_00223, 581.3, 100:3:0.170404, , , , 
CCNA_00224, 1568.7, , , , , 
CCNA_00225, 125.7, , , , , 
CCNA_00226, 304.7, , , , , 
CCNA_00227, 414.0, , , , , 
CCNA_00228, 568.3, , , , , 
CCNA_00229, 722.7, , , , , 
CCNA_00230, 941.3, , , , , 700:3:0.166667;700:3:0.210526;700:3:0.285714
CCNA_00231, 365.0, , , , , 
CCNA_00232, 403.0, , 500:3:0.0625, , , 400:3:0.0597015;400:3:0.0645161;400:1:0.031746;500:1:0.0566038;400:3:0.0727273;400:3:0.0566038
CCNA_00233, 812.7, , , , , 
CCNA_00234, 847.7, , , , , 
CCNA_00235, 268.3, , , , , 
CCNA_00236, 1346.3, 500:3:0.0650407;600:1:0.0344828;500:1:0.0517241;700:3:0.0792079;600:1:0.029703;500:3:0.0693069;500:3:0.08;500:1:0.03;600:1:0.0505051;500:3:0.06;500:3:0.11;500:3:0.105263, 600:3:0.222222;500:1:0.0384615, , 500:1:0.03;300:1:0.0204082, 400:1:0.0357143;400:3:0.1875;500:1:0.025641
CCNA_00237, 639.7, , , , , 
CCNA_00238, 1155.3, , , , , 
CCNA_00239, 312.3, , , , , 
CCNA_00240, 384.0, , , , , 
CCNA_00241, 206.0, , , , , 
CCNA_00243, 388.3, , , , , 
CCNA_00244, 531.3, , , , , 
CCNA_00245, 249.0, , , , , 
CCNA_00246, 635.3, , , , , 
CCNA_00247, 488.7, , , , , 
CCNA_00248, 1095.7, , , , , 
CCNA_00249, 446.7, , , , , 
CCNA_00250, 1041.3, , , , , 
CCNA_00251, 572.7, , , , , 
CCNA_00252, 1524.0, , 500:3:0.142857;500:3:0.0923077, , 500:1:0.0350877, 400:3:0.138889;400:3:0.151515;400:3:0.171429;400:3:0.205882;400:3:0.147059;400:3:0.212121
CCNA_00253, 890.3, , , , , 
CCNA_00254, 760.7, , , , , 
CCNA_00255, 826.3, , , , , 
CCNA_00256, 724.3, , , , , 
CCNA_00257, 1120.0, , , 200:1:0.0170455, , 
CCNA_00259, 632.3, , , , , 
CCNA_00260, 601.3, , , , , 
CCNA_00261, 855.7, , , , , 
CCNA_00262, 738.7, 500:1:0.0746269;300:3:0.151515;300:3:0.285714;300:3:0.192308;100:3:0.196429;400:1:0.0724638;300:3:0.121622, , , 600:3:0.2, 400:1:0
CCNA_00263, 408.0, , , , , 
CCNA_00264, 1051.3, , , , , 
CCNA_00265, 1194.3, , 500:1:0.0571429, , , 
CCNA_00266, 999.0, , , , , 
CCNA_00267, 759.0, , , , , 
CCNA_00268, 1439.7, , , , , 
CCNA_00269, 353.3, 300:3:0.173077, 500:3:0.150685, , , 
CCNA_00270, 533.7, , , , , 700:3:0.128205
CCNA_00271, 221.7, , , , , 
CCNA_00272, 1019.0, , , , , 
CCNA_00273, 404.3, , , , , 
CCNA_00274, 376.7, , , , , 
CCNA_00275, 1145.7, , , , , 
CCNA_00276, 408.7, , , , , 
CCNA_00277, 866.0, , , , , 
CCNA_00278, 699.0, , , , , 
CCNA_00279, 489.7, , , , , 
CCNA_00280, 541.0, , , , , 
CCNA_00281, 767.3, , , , , 
CCNA_00282, 257.0, , , , , 
CCNA_00283, 631.7, , , , , 
CCNA_00284, 494.0, , , , , 
CCNA_00285, 784.0, , , , , 
CCNA_00286, 366.0, , , , , 
CCNA_00287, 923.0, , , , , 
CCNA_00288, 781.3, , , , , 
CCNA_00289, 289.3, , , , , 
CCNA_00290, 2463.3, , 500:1:0.0238095, , , 
CCNA_00291, 1099.3, , , , , 400:1:0.0666667
CCNA_00292, 1148.0, , , , , 
CCNA_00293, 950.7, , , , , 
CCNA_00294, 682.3, , , , , 
CCNA_00295, 549.3, , , , , 
CCNA_00296, 535.7, , , , , 
CCNA_00297, 620.7, , , , , 
CCNA_00298, 589.3, , , , , 
CCNA_00299, 950.0, , , , , 
CCNA_00300, 402.0, , , , , 
CCNA_00301, 923.0, , , , , 
CCNA_00302, 965.3, , , , , 
CCNA_00303, 735.3, , , , , 
CCNA_00304, 931.0, , , , , 
CCNA_00305, 784.0, , , , , 
CCNA_00306, 521.0, , , , , 700:3:0.214286
CCNA_00307, 1442.0, , , , , 
CCNA_00308, 568.7, , , , , 
CCNA_00309, 193.0, , , , , 
CCNA_00310, 571.0, , , , , 
CCNA_00311, 1020.0, , , , , 
CCNA_00312, 387.7, , , , , 
CCNA_00313, 1373.3, , , , , 
CCNA_00314, 493.3, , , , , 
CCNA_00315, 1142.3, , , , , 
CCNA_00316, 823.0, , , , , 
CCNA_00317, 876.0, , , , , 
CCNA_00318, 828.3, , , , , 
CCNA_00319, 492.0, , , , , 
CCNA_00320, 225.3, , , , , 
CCNA_00321, 482.0, , , , , 400:1:0.0625
CCNA_00322, 554.3, , , , , 
CCNA_00323, 885.0, , , , , 
CCNA_00324, 443.7, , , , , 
CCNA_00326, 876.7, , , , , 
CCNA_00327, 564.7, , , , , 400:1:0
CCNA_00328, 516.0, , , , , 700:3:0.111111
CCNA_00329, 425.0, , , , , 
CCNA_00330, 633.7, , , , , 
CCNA_00331, 562.3, , , , , 
CCNA_00332, 476.0, , , , , 
CCNA_00333, 675.3, , , , , 
CCNA_00334, 410.3, , , , , 
CCNA_00335, 360.3, , , , , 
CCNA_00336, 1087.7, , , , , 
CCNA_00337, 612.0, , , , , 
CCNA_00338, 1782.7, , , , , 300:3:0.267857;400:3:0.215686
CCNA_00339, 1032.0, , , , , 400:3:0.15625;400:3:0.15625;400:3:0.15625
CCNA_00340, 1004.0, 300:3:0.09375, , , , 
CCNA_00341, 660.3, , , , , 
CCNA_00342, 2358.7, , , , , 
CCNA_00343, 953.0, , , , , 
CCNA_00344, 324.0, , , , , 700:3:0.133333
CCNA_00345, 713.0, , , , , 
CCNA_00346, 1154.3, , , , , 
CCNA_00347, 225.3, 300:1:0.0642202;300:1:0.0660377, , , , 
CCNA_00348, 1558.3, , , , , 
CCNA_00349, 668.7, , , , , 
CCNA_00350, 598.7, , , , , 
CCNA_00351, 1604.3, , , , , 
CCNA_00352, 713.0, , , , , 
CCNA_00353, 829.7, , , , , 
CCNA_00354, 604.7, , , , , 
CCNA_00355, 1003.0, , , , , 
CCNA_00356, 428.7, , , , , 
CCNA_00357, 1183.3, , , , , 
CCNA_00358, 711.0, , , , , 
CCNA_00359, 580.7, , , , , 
CCNA_00360, 750.0, , , , , 
CCNA_00361, 740.0, , , , , 
CCNA_00362, 387.7, , , , , 
CCNA_00363, 640.0, 500:1:0.0816327, , , , 
CCNA_00364, 904.7, 300:1:0.0847458;600:3:0.142857;400:3:0.122807;400:3:0.157143, , , 300:1:0.0487805;300:1:0.1;300:3:0.25641;600:3:0.147059;600:1:0.0483871, 
CCNA_00365, 1023.0, , , , , 
CCNA_00366, 689.3, , 500:1:0.021978, , , 
CCNA_00367, 772.7, , , , , 
CCNA_00368, 628.3, , , 200:1:0.0189189, , 
CCNA_00369, 1070.7, , 500:3:0.0480769, , , 
CCNA_00370, 386.7, , , , , 
CCNA_00371, 488.7, , , , , 
CCNA_00372, 225.7, , , , , 
CCNA_00373, 590.0, , , , , 
CCNA_00374, 378.3, , , , , 
CCNA_00375, 403.3, , , , , 
CCNA_00376, 626.7, , , , , 
CCNA_00377, 2497.0, , , , 300:1:0.0350877, 700:3:0.153846;700:3:0.2
CCNA_00378, 446.0, , , , , 
CCNA_00379, 504.0, , , , , 
CCNA_00380, 437.3, , , , , 
CCNA_00381, 778.7, , , , , 
CCNA_00382, 879.3, , , , , 
CCNA_00383, 548.0, , , , , 
CCNA_00384, 688.0, , , , , 
CCNA_00385, 1019.7, , , , , 
CCNA_00386, 526.7, , , , , 
CCNA_00387, 349.3, , , , , 
CCNA_00388, 742.3, , , , , 
CCNA_00389, 680.3, , 500:1:0, , , 
CCNA_00390, 902.0, , , , , 
CCNA_00391, 408.7, , , , , 
CCNA_00392, 1081.3, , , , , 
CCNA_00393, 897.0, , , , , 
CCNA_00394, 355.0, , , , , 
CCNA_00395, 1362.0, , , , , 
CCNA_00396, 615.3, , , , , 
CCNA_00397, 1155.0, , , , , 
CCNA_00398, 1074.0, , , 400:3:0.0847458;400:3:0.105263;400:3:0.135593;400:3:0.196429;400:3:0.145455;400:3:0.0740741;400:3:0.22, , 
CCNA_00399, 878.7, , , , , 
CCNA_00400, 372.7, , , , , 
CCNA_00401, 564.7, , , , , 
CCNA_00402, 303.0, , , , , 
CCNA_00403, 763.7, , , , , 
CCNA_00404, 365.7, , , , , 
CCNA_00405, 648.7, , , , , 
CCNA_00406, 265.3, , , , 300:1:0.032967, 400:3:0.291667;700:3:0.125
CCNA_00407, 350.0, , , , , 
CCNA_00408, 1037.7, , , , , 
CCNA_00409, 34.0, , , , , 
CCNA_00410, 445.3, , , , , 
CCNA_00411, 452.0, , , , , 
CCNA_00412, 481.7, , , , , 
CCNA_00413, 1031.0, , , , , 
CCNA_00414, 544.3, , , , , 
CCNA_00415, 816.7, , , , , 700:3:0.125
CCNA_00416, 308.3, , , , , 
CCNA_00417, 382.7, , , , , 
CCNA_00419, 497.0, , , , , 
CCNA_00420, 409.0, , , , , 
CCNA_00421, 344.7, , , , , 
CCNA_00422, 561.3, , , , , 
CCNA_00423, 451.0, , , , , 
CCNA_00424, 1197.7, , , , , 
CCNA_00425, 469.3, , , , , 
CCNA_00426, 353.7, , , , , 
CCNA_00427, 207.7, , , , , 
CCNA_00428, 141.0, , , , , 
CCNA_00429, 173.0, , 500:3:0.0961538, 200:1:0.0138889, , 400:3:0.176471
CCNA_00430, 157.7, , , , , 
CCNA_00431, 92.3, , , , , 
CCNA_00432, 465.0, , , , , 
CCNA_00433, 194.3, , , , , 
CCNA_00434, 719.3, , , , , 
CCNA_00435, 1168.7, , , , , 
CCNA_00436, 958.7, , , , , 
CCNA_00437, 1312.3, , , , , 
CCNA_00438, 329.7, , , , , 
CCNA_00439, 1615.3, , , , , 400:1:0.0277778
CCNA_00440, 212.3, , , , , 
CCNA_00441, 270.3, , , , , 
CCNA_00442, 1753.0, 100:3:0.0933333, , , , 
CCNA_00443, 354.0, , , , , 
CCNA_00444, 662.3, , , , , 
CCNA_00445, 761.7, , , , , 
CCNA_00446, 299.0, , , , , 
CCNA_00447, 416.0, , , , , 
CCNA_00448, 289.7, , , , , 
CCNA_00449, 461.7, , , , , 
CCNA_00450, 350.0, , , , , 
CCNA_00451, 2399.7, , , , , 
CCNA_00452, 855.0, , , , , 
CCNA_00453, 833.0, 500:1:0.0671141;500:1:0.0530303, 500:3:0.142857;500:3:0.0740741, , , 
CCNA_00454, 627.0, , , , , 
CCNA_00455, 2055.3, , , , , 
CCNA_00456, 1692.0, , , , , 
CCNA_00457, 1864.7, , , , , 
CCNA_00458, 1259.7, , , , , 
CCNA_00459, 999.7, , , , , 
CCNA_00460, 212.3, , , , , 
CCNA_00464, 227.3, , , , , 
CCNA_00465, 964.0, , , , , 
CCNA_00466, 1056.0, , , , , 
CCNA_00467, 935.3, , , , , 
CCNA_00468, 185.3, , , , , 
CCNA_00469, 1042.7, , , , , 
CCNA_00470, 1006.0, , , , , 
CCNA_00471, 717.3, , , , , 
CCNA_00472, 859.3, , , , , 
CCNA_00473, 369.7, , , , , 700:3:0.129032
CCNA_00474, 2060.0, , , , , 700:3:0.115385;700:3:0.136364
CCNA_00475, 1289.3, 600:3:0.105263;600:3:0.213483;600:3:0.16092;500:3:0.0588235;600:3:0.134831;500:3:0.185185, 500:3:0.0727273;500:3:0.0714286;500:3:0.0677966;500:3:0.0655738;500:3:0.0322581;500:3:0.05, 400:3:0.0512821, 500:3:0.0645161, 400:3:0.0735294
CCNA_00476, 381.7, , , , , 
CCNA_00477, 245.7, , , , , 
CCNA_00478, 659.0, , , , , 
CCNA_00479, 329.7, , , , , 
CCNA_00480, 1055.7, , , , , 
CCNA_00481, 277.7, , , , , 
CCNA_00482, 930.0, , , , , 
CCNA_00483, 713.0, , , , , 
CCNA_00484, 604.7, , , , , 
CCNA_00485, 844.7, , , , , 
CCNA_00486, 1853.0, , , , , 700:3:0.142857;600:3:0.142857
CCNA_00487, 1382.7, , , , , 
CCNA_00488, 474.3, , , , , 
CCNA_00489, 389.3, , , , , 
CCNA_00490, 668.7, , , 200:1:0;200:1:0.00775194, , 
CCNA_00491, 568.7, , , , , 
CCNA_00492, 1153.0, , , , , 
CCNA_00493, 353.3, , , , , 
CCNA_00494, 348.3, , , , , 
CCNA_00495, 247.3, , , , , 
CCNA_00496, 1497.0, , , , , 
CCNA_00497, 685.7, , , , , 
CCNA_00498, 164.3, , , , , 700:3:0.157895
CCNA_00499, 268.3, , , , , 
CCNA_00500, 656.0, , , , , 
CCNA_00501, 1297.3, , , , , 
CCNA_00502, 550.3, , , , , 
CCNA_00503, 405.3, , , , , 
CCNA_00504, 444.0, , , , , 
CCNA_00505, 517.3, , , , , 
CCNA_00506, 978.7, , , , , 
CCNA_00507, 649.0, , , , , 
CCNA_00508, 633.3, , , , , 
CCNA_00509, 392.3, , , , , 
CCNA_00510, 496.7, , , , , 
CCNA_00511, 557.7, , , , , 
CCNA_00512, 909.7, , , , , 
CCNA_00514, 726.7, , , , , 
CCNA_00515, 1819.0, , 100:3:0.204819;100:3:0.216867;500:3:0.0813953, , , 
CCNA_00516, 561.7, , , , , 
CCNA_00517, 536.0, , , , , 
CCNA_00518, 539.7, , , , , 
CCNA_00519, 873.7, , , , , 
CCNA_00520, 786.7, , , , , 
CCNA_00521, 189.7, , , , , 
CCNA_00522, 253.3, , , , , 
CCNA_00523, 573.3, , , , , 
CCNA_00524, 824.7, , , , , 
CCNA_00525, 777.7, , , , , 
CCNA_00526, 211.3, , , , , 
CCNA_00527, 488.0, , , , , 
CCNA_00528, 667.3, , , , , 
CCNA_00529, 463.0, , , , , 
CCNA_00530, 485.7, , , , , 
CCNA_00531, 332.3, , , , , 
CCNA_00532, 747.0, , , , 400:1:0.0526316, 
CCNA_00533, 1096.7, , , , , 
CCNA_00534, 776.7, , , , , 
CCNA_00535, 159.3, , , , , 
CCNA_00536, 3178.3, , , , 400:3:0.222222;400:3:0.220339, 
CCNA_00537, 3269.0, , , , , 
CCNA_00538, 1435.7, , , , , 
CCNA_00539, 1157.7, , , , , 
CCNA_00540, 733.0, , , , , 
CCNA_00541, 226.3, , , , , 
CCNA_00542, 276.3, , , , , 
CCNA_00543, 573.3, , , , , 
CCNA_00544, 984.7, , , , , 
CCNA_00545, 74.7, , , , , 
CCNA_00546, 641.0, , , , , 
CCNA_00547, 197.0, , , , , 
CCNA_00548, 228.3, , , , , 
CCNA_00549, 673.7, , , , , 
CCNA_00550, 710.7, , , , , 
CCNA_00551, 424.7, , , , , 
CCNA_00552, 343.7, , , , , 
CCNA_00553, 611.7, , , , , 
CCNA_00554, 592.3, , , , , 
CCNA_00555, 327.3, , , , , 
CCNA_00556, 1202.3, , , , , 
CCNA_00557, 543.3, , , , , 
CCNA_00558, 588.0, , , , , 
CCNA_00559, 916.7, , , , , 
CCNA_00560, 381.3, , , , , 
CCNA_00561, 254.0, , , , , 
CCNA_00562, 766.3, , , , , 
CCNA_00563, 532.0, , , , , 
CCNA_00564, 1106.7, , , , , 
CCNA_00565, 1357.3, , , , , 
CCNA_00566, 988.7, 300:3:0.0687023, , , , 
CCNA_00567, 1671.0, , , , , 
CCNA_00568, 844.7, , , , , 
CCNA_00569, 826.0, , , , , 
CCNA_00570, 668.7, , , , , 
CCNA_00571, 1915.3, , , , , 
CCNA_00572, 1254.0, , , , , 
CCNA_00573, 2205.3, , , , , 
CCNA_00574, 1838.0, , , , , 
CCNA_00575, 815.7, , , , , 
CCNA_00576, 922.7, , , , , 
CCNA_00578, 1978.7, , , , , 
CCNA_00579, 1411.3, , , , , 
CCNA_00580, 2262.0, , , , , 
CCNA_00582, 449.7, , , , , 
CCNA_00583, 1089.7, , , , , 
CCNA_00585, 810.0, , , , , 
CCNA_00586, 1086.3, , , , , 
CCNA_00587, 1180.7, , , , , 700:3:0.129032
CCNA_00588, 284.7, , , , , 
CCNA_00589, 566.3, , , , , 
CCNA_00590, 820.3, , , , , 
CCNA_00591, 1514.7, , , , 600:3:0.0384615, 
CCNA_00592, 798.7, , , , , 
CCNA_00593, 836.0, , , , , 
CCNA_00594, 1417.0, , , , , 
CCNA_00595, 726.7, , , , , 
CCNA_00596, 451.7, , , , , 
CCNA_00597, 2351.0, , , , , 
CCNA_00598, 2208.0, , , , , 
CCNA_00600, 873.3, , , , , 
CCNA_00601, 699.3, , , , , 
CCNA_00602, 954.3, , , , , 
CCNA_00603, 723.0, , 400:1:0.0534759, , , 
CCNA_00604, 632.0, , , , , 
CCNA_00605, 696.7, , , , , 
CCNA_00607, 2364.3, , , , , 
CCNA_00608, 1298.7, 300:3:0.138889, , , , 
CCNA_00609, 867.0, , , , , 
CCNA_00610, 1966.7, , , , , 
CCNA_00611, 1201.3, , , , , 
CCNA_00612, 655.0, , , 700:3:0.12, , 
CCNA_00613, 1000.0, 500:3:0.0833333;500:3:0.0533333;500:1:0.037037, 400:3:0.170732;500:3:0.113636, , , 400:1:0.0909091
CCNA_00614, 1090.3, 400:3:0.114865, , , , 
CCNA_00615, 2221.3, , , , , 400:1:0
CCNA_00616, 441.7, , , , , 
CCNA_00617, 782.7, , , , , 
CCNA_00618, 1030.7, , , , , 
CCNA_00619, 930.3, , , , , 
CCNA_00620, 871.3, , , , , 
CCNA_00621, 430.3, , , , , 
CCNA_00622, 143.7, , , , , 
CCNA_00623, 1729.0, , , , , 
CCNA_00624, 958.7, , , , , 
CCNA_00625, 280.7, , , , , 
CCNA_00626, 1497.3, , , 600:1:0.0598291, , 
CCNA_00627, 345.0, 300:1:0.0588235;100:3:0.126316;100:3:0.11, , , , 300:3:0.2
CCNA_00628, 389.3, , , , , 
CCNA_00629, 1505.3, , , , , 
CCNA_00630, 1726.0, , , , , 
CCNA_00631, 325.0, , , , , 
CCNA_00632, 278.7, , , , , 
CCNA_00633, 782.3, , 700:3:0.16, , , 
